6/19/2019 12:08:00 AM  -	...........Task Started!...........
6/19/2019 6:29:01 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 R01 CA197205-05, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:01 AM
6/19/2019 6:29:03 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 R00 CA215314-03, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:04 AM
6/19/2019 6:29:05 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 R01 CA090576-19, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:05 AM
6/19/2019 6:29:07 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 R01 CA207272-04, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:08 AM
6/19/2019 6:29:09 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 R01 CA230323-02, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:14 AM
6/19/2019 6:29:11 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 R01 CA175517-05, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:16 AM
6/19/2019 6:29:13 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 R01 CA197350-05, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:19 AM
6/19/2019 6:29:15 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 UH3 CA202971-03, was due by 06/01/2019;  Recieved Date: 6/19/2019 6:02:22 AM
6/19/2019 6:29:17 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 R01 CA213492-03, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:24 AM
6/19/2019 6:29:20 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 U01 CA233363-02, was due by 06/01/2019;  Recieved Date: 6/19/2019 6:02:24 AM
6/19/2019 6:29:21 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: LATE NOTICE - Progress Report for Grant  5 K08 CA194275-03, was due by 06/15/2019;  Recieved Date: 6/19/2019 6:02:28 AM
6/19/2019 6:29:28 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA218670-04 Received by Agency;  Recieved Date: 6/19/2019 6:20:48 AM
6/19/2019 6:29:29 AM  -	******* Task Completed! *******41 Mail Items Have Been Processed
6/19/2019 6:48:01 AM  -	...........Task Started!...........
6/19/2019 6:48:02 AM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 7:08:00 AM  -	...........Task Started!...........
6/19/2019 7:08:01 AM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 7:28:00 AM  -	...........Task Started!...........
6/19/2019 7:28:03 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248588-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 7:17:51 AM
6/19/2019 7:28:05 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R21 CA248599-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 7:18:07 AM
6/19/2019 7:28:07 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248589-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 7:18:40 AM
6/19/2019 7:28:08 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R21 CA248598-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 7:18:57 AM
6/19/2019 7:28:08 AM  -	******* Task Completed! *******4 Mail Items Have Been Processed
6/19/2019 7:48:00 AM  -	...........Task Started!...........
6/19/2019 7:48:03 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: The Final RPPR for Award R21CA198024-02 have been submitted to the NIH;  Recieved Date: 6/19/2019 7:35:57 AM
6/19/2019 7:48:04 AM  -	******* Task Completed! *******1 Mail Items Have Been Processed
6/19/2019 8:08:00 AM  -	...........Task Started!...........
6/19/2019 8:08:12 AM  -	Processed! => EmailSender:PublicAccess; Subjectline :5 R01 CA222571-02   PASC: 5R01CA222571-02 - YANG, YINGZI ISSUE=125599 PROJ=52;  Recieved Date: 6/19/2019 7:58:19 AM
6/19/2019 8:08:13 AM  -	******* Task Completed! *******1 Mail Items Have Been Processed
6/19/2019 8:28:00 AM  -	...........Task Started!...........
6/19/2019 8:28:00 AM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 8:48:00 AM  -	...........Task Started!...........
6/19/2019 8:48:02 AM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 9:08:00 AM  -	...........Task Started!...........
6/19/2019 9:08:01 AM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 9:28:00 AM  -	...........Task Started!...........
6/19/2019 9:28:04 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Admin-Core-001 - PD/PI Changed;  Recieved Date: 6/19/2019 9:09:05 AM
6/19/2019 9:28:06 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Admin-Core-001 - PD/PI Changed;  Recieved Date: 6/19/2019 9:10:17 AM
6/19/2019 9:28:10 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R41 CA245092-01 - Council round has been changed;  Recieved Date: 6/19/2019 9:10:18 AM
6/19/2019 9:28:17 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-001 - PD/PI Changed;  Recieved Date: 6/19/2019 9:14:19 AM
6/19/2019 9:28:20 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-001 - PD/PI Changed;  Recieved Date: 6/19/2019 9:14:19 AM
6/19/2019 9:28:27 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA211137-02 Received by Agency;  Recieved Date: 6/19/2019 9:14:29 AM
6/19/2019 9:28:29 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-002 - PD/PI Changed;  Recieved Date: 6/19/2019 9:17:31 AM
6/19/2019 9:28:31 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-002 - PD/PI Changed;  Recieved Date: 6/19/2019 9:17:31 AM
6/19/2019 9:28:32 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-006 - PD/PI Changed;  Recieved Date: 6/19/2019 9:19:00 AM
6/19/2019 9:28:36 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-006 - PD/PI Changed;  Recieved Date: 6/19/2019 9:19:46 AM
6/19/2019 9:28:43 AM  -	Error Occured! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofanAnnualFCOIreport14635forgrantnumber5R01CA199064-03;  Recieved Date: 6/19/2019 9:27:00 AM
		      -> Error Number: 3704,Error Description: Operation is not allowed when the object is closed., Error Source: ADODB.Recordset
6/19/2019 9:28:46 AM  -	******* Task Completed! *******10 Mail Items Have Been Processed
6/19/2019 9:48:00 AM  -	...........Task Started!...........
6/19/2019 9:48:10 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofanAnnualFCOIreport15483forgrantnumber5R01CA199064-03;  Recieved Date: 6/19/2019 9:27:27 AM
6/19/2019 9:48:12 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-009 - PD/PI Changed;  Recieved Date: 6/19/2019 9:36:25 AM
6/19/2019 9:48:20 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-009 - PD/PI Changed;  Recieved Date: 6/19/2019 9:36:25 AM
6/19/2019 9:48:26 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-10 - PD/PI Changed;  Recieved Date: 6/19/2019 9:43:59 AM
6/19/2019 9:48:32 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA215784-03 Received by Agency;  Recieved Date: 6/19/2019 9:45:29 AM
6/19/2019 9:48:32 AM  -	******* Task Completed! *******5 Mail Items Have Been Processed
6/19/2019 10:08:00 AM  -	...........Task Started!...........
6/19/2019 10:08:03 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-013 - PD/PI Changed;  Recieved Date: 6/19/2019 9:54:35 AM
6/19/2019 10:08:05 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Core-013 - PD/PI Changed;  Recieved Date: 6/19/2019 9:54:49 AM
6/19/2019 10:08:06 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Project-003 - PD/PI Changed;  Recieved Date: 6/19/2019 9:57:32 AM
6/19/2019 10:08:10 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 5 P30 CA023074-39/Project-003 - PD/PI Changed;  Recieved Date: 6/19/2019 9:59:12 AM
6/19/2019 10:08:12 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :The Final Invention Statement for Award 4 R01 CA123391-11 has been Submitted to the NIH;  Recieved Date: 6/19/2019 10:06:07 AM
6/19/2019 10:08:12 AM  -	******* Task Completed! *******5 Mail Items Have Been Processed
6/19/2019 10:28:00 AM  -	...........Task Started!...........
6/19/2019 10:28:09 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :No Cost Extension Submitted by NIH Commons for Grant: R01CA184693-06.;  Recieved Date: 6/19/2019 10:19:23 AM
6/19/2019 10:28:09 AM  -	******* Task Completed! *******1 Mail Items Have Been Processed
6/19/2019 10:48:03 AM  -	...........Task Started!...........
6/19/2019 10:48:18 AM  -	Processed! => EmailSender:PublicAccess; Subjectline :5 R01 CA198138-05 MICHELE CARBONE Compliant PASC: 5R01CA198138-05 - CARBONE, MICHELE ISSUE=123799 PROJ=52;  Recieved Date: 6/19/2019 10:31:43 AM
6/19/2019 10:48:24 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA201358-04 Received by Agency;  Recieved Date: 6/19/2019 10:36:13 AM
6/19/2019 10:48:27 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :NIH Automated Email: Relinquishing Statement for Grant 1K99CA229991-01 Received;  Recieved Date: 6/19/2019 10:38:53 AM
6/19/2019 10:48:33 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA177587-05 Received by Agency;  Recieved Date: 6/19/2019 10:39:51 AM
6/19/2019 10:48:35 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 7 R01 CA202797 - PD/PI Changed;  Recieved Date: 6/19/2019 10:47:09 AM
6/19/2019 10:48:35 AM  -	******* Task Completed! *******5 Mail Items Have Been Processed
6/19/2019 11:08:00 AM  -	...........Task Started!...........
6/19/2019 11:08:12 AM  -	Processed! => EmailSender:PublicAccess; Subjectline :5 P30 CA023168-39 TIMOTHY RATLIFF Compliant PASC: 5P30CA023168-39 - RATLIFF, TIMOTHY L ISSUE=123890 PROJ=52;  Recieved Date: 6/19/2019 10:58:23 AM
6/19/2019 11:08:14 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248014-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 11:01:16 AM
6/19/2019 11:08:14 AM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 11:28:00 AM  -	...........Task Started!...........
6/19/2019 11:28:09 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA220681-03 Received by Agency;  Recieved Date: 6/19/2019 11:11:25 AM
6/19/2019 11:28:12 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248168-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 11:13:17 AM
6/19/2019 11:28:19 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :No Cost Extension Submitted by NIH Commons for Grant: UG1CA189859-05.;  Recieved Date: 6/19/2019 11:15:17 AM
6/19/2019 11:28:21 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248165-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 11:21:35 AM
6/19/2019 11:28:27 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :No Cost Extension Submitted by NIH Commons for Grant: R43CA228847-01A1.;  Recieved Date: 6/19/2019 11:26:43 AM
6/19/2019 11:28:27 AM  -	******* Task Completed! *******5 Mail Items Have Been Processed
6/19/2019 11:48:00 AM  -	...........Task Started!...........
6/19/2019 11:48:05 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 3 UH3 CA206124-03 - PD/PI Changed;  Recieved Date: 6/19/2019 11:29:07 AM
6/19/2019 11:48:07 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248021-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 11:32:44 AM
6/19/2019 11:48:10 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248176-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 11:40:13 AM
6/19/2019 11:48:18 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA208735-03 Received by Agency;  Recieved Date: 6/19/2019 11:42:45 AM
6/19/2019 11:48:20 AM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248401-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 11:47:43 AM
6/19/2019 11:48:20 AM  -	******* Task Completed! *******5 Mail Items Have Been Processed
6/19/2019 12:08:00 PM  -	...........Task Started!...........
6/19/2019 12:08:11 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofanAnnualFCOIreport13081forgrantnumber1U01CA214411-01A1;  Recieved Date: 6/19/2019 11:57:26 AM
6/19/2019 12:08:21 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant T32CA113951-13 Received by Agency;  Recieved Date: 6/19/2019 12:01:25 PM
6/19/2019 12:08:21 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 12:28:00 PM  -	...........Task Started!...........
6/19/2019 12:28:11 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofanAnnualFCOIreport10942forgrantnumber1R01CA190957-01A1;  Recieved Date: 6/19/2019 12:11:09 PM
6/19/2019 12:28:15 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1R01CA248688-01    - Application number has changed.;  Recieved Date: 6/19/2019 12:13:40 PM
6/19/2019 12:28:24 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofanAnnualFCOIreport13162forgrantnumber1R35CA210084-01A1;  Recieved Date: 6/19/2019 12:13:43 PM
6/19/2019 12:28:31 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofanAnnualFCOIreport16214forgrantnumber1K08CA226391-01;  Recieved Date: 6/19/2019 12:21:59 PM
6/19/2019 12:28:37 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA219150-03 Received by Agency;  Recieved Date: 6/19/2019 12:28:04 PM
6/19/2019 12:28:50 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant 5R01CA219150-03 Submitted to NIH with a Non-Compliance warning;  Recieved Date: 6/19/2019 12:28:12 PM
6/19/2019 12:28:50 PM  -	******* Task Completed! *******6 Mail Items Have Been Processed
6/19/2019 12:48:00 PM  -	...........Task Started!...........
6/19/2019 12:48:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 1:08:00 PM  -	...........Task Started!...........
6/19/2019 1:08:08 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA187416-05 Received by Agency;  Recieved Date: 6/19/2019 1:01:36 PM
6/19/2019 1:08:20 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant 5R01CA187416-05 Submitted to NIH with a Non-Compliance warning;  Recieved Date: 6/19/2019 1:01:49 PM
6/19/2019 1:08:20 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 1:28:00 PM  -	...........Task Started!...........
6/19/2019 1:28:09 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant K12CA001727-25 Received by Agency;  Recieved Date: 6/19/2019 1:09:08 PM
6/19/2019 1:28:22 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant 5K12CA001727-25 Submitted to NIH with a Non-Compliance warning;  Recieved Date: 6/19/2019 1:09:15 PM
6/19/2019 1:28:24 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :Just in Time Submitted by NIH Commons for Grant Application: P01CA023766-39A1 .;  Recieved Date: 6/19/2019 1:16:45 PM
6/19/2019 1:28:24 PM  -	******* Task Completed! *******3 Mail Items Have Been Processed
6/19/2019 1:48:00 PM  -	...........Task Started!...........
6/19/2019 1:48:01 PM  -	******* Task Completed! *******0 Mail Items Have Been Processed
6/19/2019 2:08:00 PM  -	...........Task Started!...........
6/19/2019 2:08:11 PM  -	Processed! => EmailSender:abongningongfh; Subjectline :FFR NOTIFICATION : REJECTED Award U01CA200466-03;  Recieved Date: 6/19/2019 1:48:20 PM
6/19/2019 2:08:15 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1R01CA248689-01    - Application number has changed.;  Recieved Date: 6/19/2019 2:02:48 PM
6/19/2019 2:08:15 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 2:28:01 PM  -	...........Task Started!...........
6/19/2019 2:28:05 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1R01CA248690-01    - Application number has changed.;  Recieved Date: 6/19/2019 2:16:30 PM
6/19/2019 2:28:22 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA212169-03 Received by Agency;  Recieved Date: 6/19/2019 2:16:46 PM
6/19/2019 2:28:22 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 2:48:00 PM  -	...........Task Started!...........
6/19/2019 2:48:11 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofanAnnualFCOIreport12713forgrantnumber1R01CA214744-01A1;  Recieved Date: 6/19/2019 2:29:39 PM
6/19/2019 2:48:17 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofanAnnualFCOIreport13113forgrantnumber1K99CA215604-01A1;  Recieved Date: 6/19/2019 2:36:25 PM
6/19/2019 2:48:25 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :No Cost Extension Submitted by NIH Commons for Grant: R01CA062130-23.;  Recieved Date: 6/19/2019 2:43:48 PM
6/19/2019 2:48:30 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant P50CA210964-02 Received by Agency;  Recieved Date: 6/19/2019 2:45:50 PM
6/19/2019 2:48:33 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248159-01 - Application is withdrawn request by PI or IC.;  Recieved Date: 6/19/2019 2:48:16 PM
6/19/2019 2:48:33 PM  -	******* Task Completed! *******5 Mail Items Have Been Processed
6/19/2019 3:08:00 PM  -	...........Task Started!...........
6/19/2019 3:08:02 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1R01CA248691-01    - Application number has changed.;  Recieved Date: 6/19/2019 2:49:38 PM
6/19/2019 3:08:04 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248348-01 - Application is withdrawn request by PI or IC.;  Recieved Date: 6/19/2019 2:50:07 PM
6/19/2019 3:08:08 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 7 P01 CA098101-17/Shared-Res-Core-002 - PD/PI Changed;  Recieved Date: 6/19/2019 2:55:09 PM
6/19/2019 3:08:10 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 7 P01 CA098101-17/Administrative-Core-001 - PD/PI Changed;  Recieved Date: 6/19/2019 2:55:10 PM
6/19/2019 3:08:12 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 7 P01 CA098101-17/Project-001 - PD/PI Changed;  Recieved Date: 6/19/2019 2:55:24 PM
6/19/2019 3:08:15 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 7 P01 CA098101-17/Project-002 - PD/PI Changed;  Recieved Date: 6/19/2019 2:55:31 PM
6/19/2019 3:08:17 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 7 P01 CA098101-17/Project-003 - PD/PI Changed;  Recieved Date: 6/19/2019 2:55:33 PM
6/19/2019 3:08:20 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 7 P01 CA098101-17/Shared-Res-Core-001 - PD/PI Changed;  Recieved Date: 6/19/2019 2:55:50 PM
6/19/2019 3:08:22 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :Just in Time Submitted by NIH Commons for Grant Application: P50CA098131-17A1  (Genomic Data Sharing).;  Recieved Date: 6/19/2019 2:58:51 PM
6/19/2019 3:08:30 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant P01CA214278-03 Received by Agency;  Recieved Date: 6/19/2019 2:59:41 PM
6/19/2019 3:08:38 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :ReceiptofaNewFCOIreport16319forgrantnumber1R35CA232097-01;  Recieved Date: 6/19/2019 3:04:04 PM
6/19/2019 3:08:43 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :The Final Invention Statement for Award 5 R01 CA190779-03 has been Submitted to the NIH;  Recieved Date: 6/19/2019 3:04:49 PM
6/19/2019 3:08:52 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA212608-04 Received by Agency;  Recieved Date: 6/19/2019 3:08:09 PM
6/19/2019 3:08:52 PM  -	******* Task Completed! *******13 Mail Items Have Been Processed
6/19/2019 3:28:00 PM  -	...........Task Started!...........
6/19/2019 3:28:04 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248025-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 3:09:13 PM
6/19/2019 3:28:06 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1 R01 CA248104-01 - Review Assignment has been changed;  Recieved Date: 6/19/2019 3:11:41 PM
6/19/2019 3:28:08 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :Just in Time Submitted by NIH Commons for Grant Application: K12CA237806-01 .;  Recieved Date: 6/19/2019 3:12:27 PM
6/19/2019 3:28:08 PM  -	******* Task Completed! *******3 Mail Items Have Been Processed
6/19/2019 3:48:00 PM  -	...........Task Started!...........
6/19/2019 3:48:09 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R35CA197589-05 Received by Agency;  Recieved Date: 6/19/2019 3:40:08 PM
6/19/2019 3:48:11 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :Just in Time Submitted by NIH Commons for Grant Application: R15CA246429-01 .;  Recieved Date: 6/19/2019 3:46:08 PM
6/19/2019 3:48:12 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 4:08:00 PM  -	...........Task Started!...........
6/19/2019 4:08:03 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: The Final RPPR for Award R41CA217294-01A1 have been submitted to the NIH;  Recieved Date: 6/19/2019 3:49:59 PM
6/19/2019 4:08:05 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 1R01CA248692-01    - Application number has changed.;  Recieved Date: 6/19/2019 4:02:51 PM
6/19/2019 4:08:05 PM  -	******* Task Completed! *******2 Mail Items Have Been Processed
6/19/2019 4:28:00 PM  -	...........Task Started!...........
6/19/2019 4:28:04 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 3 R03 CA216834-02 - PD/PI Changed;  Recieved Date: 6/19/2019 4:10:55 PM
6/19/2019 4:28:09 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :CHANGE NOTICE FOR 3 R03 CA216834-02 - PD/PI Changed;  Recieved Date: 6/19/2019 4:11:05 PM
6/19/2019 4:28:18 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: RPPR for Grant R01CA217251-02 Received by Agency;  Recieved Date: 6/19/2019 4:18:43 PM
6/19/2019 4:28:18 PM  -	******* Task Completed! *******3 Mail Items Have Been Processed
6/19/2019 4:48:00 PM  -	...........Task Started!...........
6/19/2019 4:48:03 PM  -	Processed! => EmailSender:era-notify@mail.nih.gov; Subjectline :eRA Commons: The Interim Research Performance Progress Report for Grant R25CA122819-10 have been submitted to the NIH;  Recieved Date: 6/19/2019 4:39:48 PM
